624,314,647,293,670,300,189,188,192
647,293,624,314,636,262,196,189,186
723,23,722,30,707,0,191,111,0
721,11,723,23,707,0,190,111,0
723,23,721,11,800,1,191,111,0
802,44,723,23,800,1,193,113,0
723,23,802,44,722,30,194,114,0
603,21,596,39,586,31,238,227,220
722,30,672,28,707,0,192,118,22
671,38,672,28,722,30,196,127,48
707,0,672,28,654,24,209,162,122
672,28,671,38,654,24,212,170,144
603,21,565,20,522,0,241,227,214
565,20,603,21,586,31,246,241,236
565,20,521,9,522,0,211,161,100
565,20,540,56,521,9,216,174,134
644,22,707,0,654,24,209,165,129
644,22,603,21,707,0,213,178,151
671,38,644,22,654,24,207,163,133
644,22,671,38,634,94,197,130,49
593,109,532,133,528,94,205,129,20
532,133,593,109,567,160,208,134,28
532,133,518,108,528,94,205,130,19
954,620,951,655,925,667,70,109,94
965,656,951,655,954,620,33,80,64
951,655,965,656,970,666,27,48,39
1008,549,1002,545,1009,539,14,30,26
1002,545,1008,549,1004,558,27,60,53
1008,549,1009,539,1023,509,17,41,34
1005,654,1008,549,1023,509,13,31,25
1004,558,1008,549,1005,654,18,39,34
980,553,976,577,961,550,22,55,46
961,545,980,553,961,550,20,56,46
867,481,859,485,844,477,24,40,29
832,484,859,485,862,499,27,60,47
859,485,832,484,844,477,29,58,46
859,485,872,490,862,499,25,48,38
872,490,859,485,867,481,18,26,18
872,490,862,515,862,499,23,51,40
862,515,872,490,907,518,30,63,52
862,515,907,518,858,527,28,65,53
487,589,462,582,478,555,153,159,138
498,573,487,589,478,555,148,152,123
496,526,505,550,478,555,117,122,92
505,550,498,573,478,555,136,144,115
533,546,505,550,525,534,127,132,102
505,550,533,546,498,573,143,151,123
1015,877,999,843,1021,842,13,66,44
1003,918,1015,877,1010,977,91,106,121
1010,977,1015,877,1023,1023,89,108,116
1015,877,1021,842,1023,1023,65,93,91
447,642,430,640,461,630,144,117,33
430,640,447,642,438,663,155,131,56
521,823,497,781,547,780,165,125,9
497,781,474,770,496,762,38,68,40
522,877,525,927,493,875,26,74,67
525,927,522,877,559,883,21,56,50
402,729,404,725,407,729,211,163,22
416,651,430,640,438,663,138,108,13
430,640,416,651,395,634,138,108,13
416,651,389,656,395,634,144,117,28
350,751,329,742,355,733,164,139,58
293,854,330,868,280,874,153,113,0
293,854,263,840,304,833,169,125,0
263,840,293,854,280,874,163,120,0
334,844,293,854,304,833,165,122,0
293,854,334,844,330,868,157,116,0
351,944,362,906,376,923,88,92,96
402,904,362,906,386,874,124,112,81
362,906,402,904,376,923,108,121,130
362,906,341,901,339,880,128,105,48
341,901,351,944,324,924,114,92,54
341,901,362,906,351,944,113,94,61
999,843,969,832,980,817,25,90,64
969,832,941,825,980,817,50,106,94
969,832,952,855,941,825,81,112,119
969,832,999,843,968,868,19,78,54
952,855,969,832,968,868,32,80,71
897,853,952,855,888,888,113,132,156
952,855,897,853,941,825,133,148,170
864,957,882,921,905,968,80,108,114
862,854,837,819,887,836,49,91,84
722,1017,780,986,789,1016,17,67,48
857,582,828,543,858,527,58,67,24
828,543,857,582,819,556,78,73,4
603,683,641,693,624,711,191,176,143
515,951,529,959,509,975,87,122,127
529,959,603,1020,509,975,34,78,95
591,929,617,915,618,944,103,91,86
617,988,617,949,693,966,33,72,43
617,949,591,929,618,944,82,82,68
909,751,920,724,933,763,113,134,138
910,800,909,751,933,763,103,134,135
909,751,910,800,886,788,148,160,168
910,800,888,834,886,788,106,127,144
888,834,858,786,886,788,136,165,190
888,834,910,800,941,825,129,143,162
837,819,888,834,887,836,76,121,121
858,786,888,834,837,819,102,133,141
888,834,897,853,887,836,136,151,174
897,853,888,834,941,825,144,158,179
45,373,43,357,82,363,80,71,65
43,357,45,373,39,374,79,72,69
52,411,45,373,82,363,108,103,101
45,373,52,411,31,402,93,84,80
39,374,45,373,31,402,76,68,64
18,216,60,209,58,214,56,47,40
60,209,18,216,34,162,50,44,35
140,110,116,129,81,83,221,152,83
81,83,33,115,16,83,219,149,79
33,115,8,124,16,83,219,150,80
33,115,64,136,34,162,218,153,85
40,263,73,266,51,286,53,48,49
40,263,51,286,1,318,52,46,44
35,256,40,263,1,318,53,46,43
78,255,35,256,58,214,55,46,42
78,255,40,263,35,256,53,46,46
40,263,78,255,73,266,58,52,51
79,45,76,39,90,19,213,140,61
102,51,140,110,81,83,218,147,75
84,61,102,51,81,83,216,145,72
173,19,102,51,90,19,211,137,52
102,51,79,45,90,19,214,140,60
79,45,102,51,84,61,216,144,67
55,558,54,533,77,565,37,58,55
55,558,34,553,54,533,15,39,31
34,553,55,558,43,593,50,65,62
175,510,198,478,209,485,51,72,66
155,490,198,478,175,510,46,67,62
198,478,214,464,209,485,88,88,87
214,464,198,478,184,431,54,50,43
198,478,143,455,184,431,93,93,94
198,478,155,490,143,455,86,96,97
155,490,144,507,136,507,17,39,27
144,507,155,490,175,510,12,33,20
29,989,33,966,58,980,47,44,28
33,966,29,989,16,966,18,21,13
33,966,16,966,49,925,13,13,6
65,938,33,966,49,925,43,37,12
140,996,127,999,120,987,48,55,32
127,999,140,996,131,1003,81,94,63
127,999,103,1007,120,987,35,51,34
103,1007,127,999,131,1003,75,95,70
95,994,79,1011,58,980,35,33,19
79,1011,29,989,58,980,59,47,26
20,1003,79,1011,81,1023,55,51,34
29,989,79,1011,20,1003,54,44,24
287,899,248,927,280,874,134,100,5
287,899,279,921,248,927,124,95,21
287,899,341,901,324,924,122,95,32
287,899,324,924,315,935,121,96,44
279,921,287,899,315,935,121,94,33
330,868,287,899,280,874,144,108,0
287,899,330,868,339,880,142,112,15
341,901,287,899,339,880,132,105,29
74,959,67,950,90,936,52,46,17
67,950,33,966,65,938,12,15,6
67,950,74,959,58,980,12,12,7
33,966,67,950,58,980,16,15,9
74,930,65,938,69,925,37,39,16
74,930,103,897,90,936,43,43,14
103,897,74,930,69,925,17,20,8
67,950,74,930,90,936,36,37,13
74,930,67,950,65,938,39,38,15
160,944,214,950,159,982,128,101,38
142,945,160,944,159,982,132,101,23
160,944,142,945,155,912,144,107,1
214,950,160,944,199,907,136,104,15
160,944,155,912,199,907,148,108,1
111,850,103,897,84,887,37,61,29
155,912,155,887,199,907,158,115,0
45,629,48,632,16,635,10,26,16
48,632,45,629,52,625,5,23,14
45,629,16,635,17,593,15,38,29
43,593,45,629,17,593,29,49,44
52,625,45,629,43,593,22,47,38
67,695,72,716,49,728,44,52,16
72,716,71,726,49,728,9,24,13
72,716,67,695,82,673,93,79,7
72,716,87,728,71,726,24,37,18
87,728,72,716,82,673,76,72,12
65,759,57,789,33,743,32,43,16
71,726,65,759,49,728,91,75,9
87,728,65,759,71,726,100,82,5
176,779,129,781,164,739,168,138,45
223,769,176,779,200,728,153,119,10
246,745,223,769,200,728,162,132,32
223,769,246,745,238,778,155,125,19
223,769,180,790,176,779,146,110,1
228,813,263,840,223,820,181,138,16
228,813,223,769,238,778,153,123,21
228,813,238,778,295,789,163,126,7
263,840,228,813,295,789,182,135,2
180,790,228,813,223,820,175,153,80
223,769,228,813,180,790,153,122,20
317,748,309,741,329,742,142,111,6
350,751,317,748,329,742,153,124,28
245,715,247,698,268,725,150,117,6
246,745,245,715,268,725,145,112,1
247,698,245,715,200,728,162,135,42
245,715,246,745,200,728,158,128,26
238,778,284,770,295,789,177,133,1
246,745,284,770,238,778,152,119,10
284,770,246,745,268,725,149,112,1
309,741,284,770,268,725,171,133,12
317,748,284,770,309,741,187,146,9
219,656,247,698,186,700,149,119,7
374,577,346,621,304,559,163,160,144
346,621,374,577,395,634,181,174,152
297,721,309,741,268,725,164,129,23
309,741,297,721,329,742,167,134,38
66,589,55,558,77,565,71,88,84
55,558,66,589,43,593,72,80,77
